id,doi,title,publication_year,abstract,authors
https://openalex.org/W1522727150,,Social Justice in European Contract Law: A Manifesto,2004,"The Study Group on Social Justice in European Private Law are: Gert Bruggemeier (Bremen), Mauro Bussani (Trieste), Hugh Collins (London), Aurelia Colombi Ciacchi Giovanni Comande (Pisa), Muriel Fabre-Magnan (Nantes), Stefan Grundmann (Berlin), Martijn Hesselink (Amsterdam) (Chairman), Christian Joerges (Florence), Brigitta Lurger (Graz), Ugo Mattei (Torino), Marisa Meli (Catania), Jacobien Rutgers (Amsterdam), Christoph Schmidt Jane Smith Ruth Sefton-Green (Paris), Horatia Muir Watt Thomas Wilhelmsson (Helsinki).","Gert Brueggemeier, Mauro Bussani, Hugh Collins, Aurelia Colombi Ciacchi, Giovanni Comandé, Muriel Fabre-Magnan, Stefan Grundmann, Martijn W. Hesselink, Christian Joerges, Brigitta Lurger, Ugo Mattei, Marisa Meli, Jacobien W. Rutgers, Christoph M. Schmidt, Lesley Jane Smith, Ruth Sefton-Green, Horatia Muir Watt, Thomas Wilhelmsson"
https://openalex.org/W162794495,https://doi.org/10.1007/978-1-4419-5809-9_2,Empirical Applications of Veto Player Analysis and Institutional Effectiveness,2011,"Many studies consider the veto players in government and move directly to discussions of policy choice change. Institutions such are relevant only extent that they determine whether a given player is truly player, exogenously determined. In this chapter, I begin with review research agenda more generally. The indicates analysis powerful tool variety institutional settings. second part argue affect institutions chosen structure decision making. Moreover, effectiveness those depends on ideological distance among players. put place under low may not function well if increases next government. This chapter gives examples from making fiscal policy, but concepts applicable other areas as well.",Mark Hallerberg
https://openalex.org/W1978762492,https://doi.org/10.1109/hicss.2013.585,Unravelling (E-)Government Channel Selection: A Quantitative Analysis of Individual Customer Preferences in Germany and Australia,2013,"The purpose of this study is to identify the impact individual differences on service channel selection for e-government services. In a comparative survey citizens in Germany and Australia (n=1205), we investigate age, gender, mobility issues personal or mobile communication as channels consumption. results suggest that Australians are more likely want use new technology-oriented internet applications while Germans tend classical telephone person. Moreover, with respect exist. Implications practice future research discussed.","Ralf Plattfaut, Thomas Kohlborn, Sara Hofmann, Daniel Beverungen, Björn Niehaves, Michael Räckers, Jörg Becker"
https://openalex.org/W2068974553,https://doi.org/10.1145/2479724.2479754,IT consumerization under more difficult conditions,2013,"Public sector organizations work under more difficult conditions, when intending to embrace IT consumerization, defined as the diffusion of consumer in workplace. There is an observable lack current literature with respect particular factors that influence adoption by local governments. Our paper aims investigate these aspects detail. We apply inductive design for our study, form a multiple-case study two German From case data we were able identify five major and public sector. This contributes better understanding impact organizational characteristics may have on purposes. think results provide promising insights into underlying complicate exploitations consumerization opportunity both increasing efficiency creating innovative environments","Björn Niehaves, Sebastian Köffer, Kevin Ortbach"
https://openalex.org/W2122701472,https://doi.org/10.2139/ssrn.2533371,Comparing Wealth - Data Quality of the HFCS,2014,"The Household Finance and Consumption Survey (HFCS) provides information about household wealth (real financial assets as well liabilities) from 15 Euro-countries after the crisis of 2007/8. survey will be central dataset in this topic future. However, several aspects point to potential methodological constraints regarding cross-country comparability. Therefore aim paper is get a better insight data quality important source. We first present synopsis differences, which core paper. compare sampling processes, interview modes, oversampling techniques, unit item non-response rates how it dealt with them via weighing imputation further points might restrict country In addition we give selectivity cross-national setting. make use logit models apply decomposition method suggested by Fairlie (1999, 2005) identify differences characteristics structural (cultural) missing process.","Anita Tiefensee, Markus M. Grabka"
https://openalex.org/W2170217821,https://doi.org/10.1177/1468018108090639,"Old Age Pensions, Poverty and Dignity",2008,"AB STRACT The article refers to studies indicating that universal old age pension programmes alone or in combination with earnings-related schemes are conducive poverty alleviation and less income inequality. Universalism matters, but few countries the world have introduced programmes. does not research this apparent paradox, asks empirical question of whether was a prime concern reflected arguments used favour when such were historically. What pro-arguments? looks at for establishing three selected countries, all belonging group pioneer respect: Canada, Mauritius Norway, which pensions 1950s. Historical systems these presented compared. ambition reduce an important motivation two main consideration cutting across moral aversion means-testing desire achieve fairness respect human dignity. Another argument found pragmatic one scheme would lead reduction administrative cost provision compared system based on means testing.","Nanna Kildal, Stein Kuhnle"
https://openalex.org/W2192066428,https://doi.org/10.1080/07036337.2015.1079373,Responses to the Euro Area Crisis: Measuring the Path of European Institutional Integration,2015,"AbstractThe euro area crisis has exposed flaws in the institutional framework of European Economic and Monetary Union (EMU). The immediate causes have been widely debated — including weak governance, persistent erosion competitiveness some countries easy financing by banks. However, there is little discussion about a fundamental shift nature integration, which took place mid-1990s when plans for launching became credible binding. It was not understood that Europe had shifted from Common Market Era, during EMU’s foundations were laid, to ‘Union Era’ retrospect exhibited an incomplete framework. This article reviews leap governance now taking place, whilst stock what worked proved resilient over previous 60 years. done means index Index Regional Institutional Integration (EURII) providing tool synthesise monitor inte...","Francesco Paolo Mongelli, Ettore Dorrucci, Demosthenes Ioannou, Alessio Terzi"
https://openalex.org/W2198977236,https://doi.org/10.1007/978-3-8349-7093-0_9,Performance Measurement and Social Entrepreneurship,2012,,"Johanna Mair, Shuchi Sharma"
https://openalex.org/W2225634755,https://doi.org/10.1038/nclimate2798,Science and religion in dialogue over the global commons,2015,"The Pope's encyclical makes unprecedented progress in developing scientific dialogue with religion by drawing on research, and encouraging further discussion about the ethical challenge of governing global commons.","Ottmar Edenhofer, Christian Flachsland, Brigitte Knopf"
https://openalex.org/W2362125231,https://doi.org/10.2139/ssrn.2190362,A Crisis of Executive Managerialism in the EU: No Alternative?,2013,"Against a backdrop of rapidly evolving crisis management in the European financial and sovereign debt this essay aims both to explore re-consider role law EU integration process: What did accomplish? Where it fail? is going endure? kind future can envisage? The traces back evolution law-politics relationship legal scholarship practice from foundational period ‘integration-through-law’ advent ‘new governance’ EU, finally current deep transformations new economic governance crisis. centrality as ‘both object agent’ integration, enshrinement EU’s constitution has recently neglected weight ‘the social’ societies post-war Europe, failure which was become detrimental domestic social stability legitimacy integration. Attempts cure Europe’s deficit by re-conceptualizing notion have widened theoretical perspective scholarship. Yet not delivered more democracy justice Europe practical terms, continues suffer methodological problems its ‘definition-by-contrast.’ These re-emerge governance, generating. This hybrid arrangement hard soft instruments has, date, been economically unsuccessful socially disastrous, especially South Europe. Equally disquieting, democratic (either traditional or experimentalist understandings) replaced praxis authoritarian executive managerialism. concludes sketching out an alternative understanding law-mediated process, namely ‘conflicts-law constitutionalism’. approach stresses normative value conflicts pluralism process Instead ‘ever Europe’ secure existing credentials law, ability correct Member States while respecting their constitutional integrity.","Christian Joerges, Maria Weimer"
https://openalex.org/W2488992337,https://doi.org/10.1007/978-3-658-21938-3_4,Die Zukunft des Arbeitsmarktes. Zur Ergänzungsbedürftigkeit eines versagenden Allokationsprinzips (1982),2018,"In allen Gesellschaften stellt sich das Problem, wie eine doppelte Aufgabe institutionell gelost werden soll: einerseits muss an menschliche Individuen gebundene Arbeitsvermogen auf konkrete Produktionsprozesse und Tatigkeiten verteilt werden, andererseits mussen die Fruchte dieser Arbeit wiederum Arbeitenden (auf dem Wege uber private offentliche Haushalte) „legitimerweise“ Nicht-Arbeitenden werden. Marktwirtschaftlich-kapitalistische Systeme haben dieses Doppelproblem durch Einrichtung eines „Marktes“ fur „Ware“ Arbeitskraft „gelost“; diese Losung impliziert Monetarisierung des Arbeitsvermogens („Lohnarbeit“) sowie Herauslosung der Arbeitskrafte aus normativen, zwangsweisen oder Eigentum herruhrenden Zuordnungen zu einer bestimmten Verwendungsweise („freie“ Lohnarbeit).",Claus Offe
https://openalex.org/W2499915631,https://doi.org/10.1007/978-3-319-29233-5_2,Large Infrastructure Projects in Germany: A Cross-sectoral Analysis,2016,"Large-scale infrastructure projects are often finished late and over the initially planned cost. In Germany, this has been subject to heated controversy alleged waste of public money. The Elbphilharmonie in Hamburg, Berlin–Brandenburg Airport (BER), Stuttgart 21 prominent examples. This chapter examines large-scale different sectors, including buildings (construction, maintenance), energy (wind, nuclear), information communications technology (ICT), defense acquisition, transportation (airport, bridge, port, road, rail, tunnel, waterway).","Genia Kostka, Niklas Anzinger"
https://openalex.org/W2505526040,https://doi.org/10.1007/978-3-319-29233-5_4,Berlin Brandenburg Airport,2016,"“Infrastructure” is a term used for physical assets that “enable, sustain or enhance societal living conditions” (Fulmer 2009, 32). With regulatory power, technical expertise, delivery capacity, and financing ability dispersed among multitude of state non-state actors, infrastructure case in point coproduction statehood relies on coordination effective governance. This exacerbated cases where the complex, costly, attracts high level public attention political interest—large-scale projects megaprojects.","Jobst Fiedler, Alexander Wendler"
https://openalex.org/W2590260286,https://doi.org/10.1108/s0733-558x20160000049015,Private Governance as Regulatory Substitute or Complement? A Comparative Institutional Approach to CSR Adoption by Multinational Corporations,2016,"Abstract
Multinational corporations (MNCs) utilize corporate social responsibility (CSR) to govern their global economic activities. Yet CSR adoption is influenced by institutional diversity of both home and host countries. This article uses neoinstitutional comparative capitalism theories understand how shaped different forms stakeholder salience in diverse contexts. Using data on labor rights 629 European MNCs, our empirical results indicate that complements institutionalized power countries, but substitutes for its absence Hence, may paradoxically legitimate MNC behavior given the presence rights.","Gregory Jackson, Nikolas Rathert"
https://openalex.org/W2725958839,https://doi.org/10.1080/13501763.2017.1343370,"More voice, less exit: sub-federal resistance to international procurement liberalization in the European Union, the United States and Canada",2018,Comparative federalism contributes to a better understanding of the relationship between ‘Brussels’ and member states in international trade policy. Analysing understudied field internationa...,Christian Freudlsperger
https://openalex.org/W2752401663,https://doi.org/10.5018/economics-ejournal.ja.2017-29,Civil society challenged: towards an enabling policy environment,2017,"Abstract The roles of non-governmental or civil society organizations have become more complex, especially in the context changing relationships with nation states and international community. In many instances, state-civil relations worsened, leading experts to speak a “shrinking space” for nationally as well internationally. author proposes initiate process establishment an independent high-level commission eminent persons (i) examine policy environment countries internationally, (ii) review reasons behind shrinking space encounters some parts world its steady development others, (iii) make concrete proposals how state system on one hand other can relate productive ways national multilateral contexts.",Helmut K. Anheier
https://openalex.org/W2765540175,https://doi.org/10.4054/demres.2017.37.37,"Social policies, separation, and second birth spacing in Western Europe",2017,"The research leading to these results received funding from the European Union’s Seventh Framework Programme (FP7/2007–2013) under grant agreement no. 320116 for project FamiliesAndSocieties. We also acknowledge funds Academy of Finland (decision number 275030 and 293103) German Science Foundation (KR 2855/3–1 TR 457/7–1). This paper was presented at Annual Conference Population Association America (PAA) in San Diego April 2015 IUSSP-International Seminar “Separation, Divorce, Repartnering Remarriage around World” Montreal May 2015. are grateful many valuable comments that we meetings. would particularly like thank Elizabeth Thomson Trude Lappegard their insightful input. For language editing, Renee Luskow Lena Klein. Any remaining errors ours","Michaela Kreyenfeld, Esther Geisler, Teresa Castro Martín, Tina Hannemann, Valerie Heintz-Martin, Marika Jalovaara, Hill Kulu, Silvia Meggiolaro, Dimitri Mortelmans, Inge Pasteels, Marta Seiz, Anne Solaz"
https://openalex.org/W2935863565,https://doi.org/10.1017/psrm.2019.11,Labor market insecurity among the middle class: a cross-pressured group,2020,"Abstract The political relevance of labor market insecurity has been questioned because (a) insider-outsider divides were considered to be a divide within the low-skilled and politically less active working class (b) runs through middle household . Outsiders might therefore align their preferences with those insiders. This contribution provides, first, evidence that extends well into higher-skilled , in particular high-skilled young adults women. Second, sheds light on “household question”, is question whether mixed households dampen insecurity. If concentrated specific social groups (young adults, women) tend cohabit secure insiders, depend or not outsiders household. In this contribution, I discuss recent work translating presenting shows does render irrelevant. sum, have all potential become relevant.",Hanna Schwander
https://openalex.org/W3004750362,https://doi.org/10.1016/j.erss.2020.101428,Big data to the rescue? Challenges in analysing granular household electricity consumption in the United Kingdom,2020,"Abstract Rapid growth in smart meter installations has given rise to vast collections of data at a high time-resolution and down an individual level. However, enable efficient policy interventions, we need be able appropriately segment the population users. The aim this paper is consider challenges opportunities associated with large highly-granular temporal datasets that describe residential electricity consumption. In particular, focus on experiments relating aggregation time-series context clustering prediction tasks are often used for customer targeting gain insight energy-use about sub populations. To cluster energy use profiles, propose novel framework based set Gaussian models which encode individuals’ consumption over time. dataset consists half hourly records from meters households UK (2014–2015). contribution comes its investigation how consumers or groups may clustered according model parameters scenarios where additional not available researcher, anonymity preservation user prioritised. A secondary invite greater awareness when reduction required reduce size computational purposes. This have implications interventions acting small group level, instance, designing incentives encourage behaviour identifying fuel poor customers.","Anastasia Ushakova, Slava Jankin Mikhaylov"
https://openalex.org/W3025404324,https://doi.org/10.1111/gove.12452,The role of agencification in achieving value‐for‐money in public spending,2020,,"Luciana V. Cingolani, Mihály Fazekas"
https://openalex.org/W3121700258,https://doi.org/10.1016/j.jinteco.2020.103388,Sovereign defaults in court,2021,"For centuries, defaulting governments were immune from legal action by foreign creditors. This paper shows that this is no longer the case. Building a dataset covering four decades, we find creditor lawsuits have become an increasingly common feature of sovereign debt markets. The developments strengthened hands creditors and raised cost default for debtors. We show disputes in US UK disrupt government access to international capital markets, as courts can impose financial embargo on sovereigns. findings are consistent with theoretical models sanctions suggest becoming more enforceable. discuss how threat litigation affects management, willingness pay, resolution crises.","Julian Schumacher, Christoph Trebesch, Henrik Enderlein"
https://openalex.org/W3121735014,,Regional cooperation efforts in the Mekong River Basin: mitigating river-related security threats and promoting regional development,2009,"The development of international rivers is often perceived as leading to conflicts or even water wars. However, the Mekong River shows, cooperation has not only prevailed in last decades, but Basin Organizations (RBOs), established mitigate river-related and/or develop river basin, have also contributed emergence more general structures, mainly by creating spill-over effects other issue-areas, bringing policy fields beyond itself. This article assesses contribution Commission (MRC) and Greater Sub-Region (GMS) sustainable Region well promotion regional mainland South-East Asia general.",Susanne Schmeier
https://openalex.org/W3125097949,https://doi.org/10.2139/ssrn.2367703,Tax Reforms in Latin America in an Era of Democracy,2013,"The literature on taxes and public finance generally focuses revenues, an easily observable available variable, as the measure of tax policy. Still, revenues depend many determinants other than political will policy objectives government. It is therefore important, when studying politics taxation, to evaluate specific changes code such rates, bases exemptions. With underlying goal exploring process policy, this paper compiles a novel highly comprehensive database reforms for Latin America between 1990 2004. presents description well stylized facts in America. Examples database’s uses are discussed, motivation future research.","Diego Focanti, Mark Hallerberg, Carlos Scartascini"
https://openalex.org/W125575070,https://doi.org/10.1007/978-3-531-91773-3_10,The Role of Parliamentary Committees in the Budgetary Process in the Central and Eastern European Countries,2009,"Do parliamentary procedures affect political outcomes? In many European countries, such as in Greece or the United Kingdom, it would seem that parliament now plays role of a mere “rubber stamp” approves executive’s proposals. This suggest details about how makes laws are essentially irrelevant. Addressing this question, two Doring edited volumes (Doring 1995a; Doring/Hallerberg 2004) broadly combined rational choice theory with empirical data. They found both considerable variation institutional settings and behaviour across parliaments. These together indeed have important consequences for countries do, do not, enact.1","Sami Yläoutinen, Mark Hallerberg"
https://openalex.org/W1480018112,,Corruption: Diagnosis and Treatment,2006,"In recent years, anticorruption has become a major industry, with global expenditures growing to an estimated one hundred million dollars per year. To date, however, few successes have resulted from this investment. We clearly speak more about corruption than we used and spend money combating it, but there is little evidence that all activity accomplishing much. The handbook published by Transparency International (TI) cites as best practices the laws or institutions adopted in various countries, their effects yet be measured. World Bank’s Anticorruption Transition also discusses ongoing programs rather already demonstrated successes. Political poses serious threat democracy its consolidation. One year after widely acclaimed Orange Revolution Ukraine, could buy, though not very cheaply, seat Ukrainian parliament. lack of success curbing corruption, combined ever widespread discussion issue, renders voters extremely cynical threatens subvert public trust emerging democracies.",Alina Mungiu-Pippidi
https://openalex.org/W1501530689,https://doi.org/10.22004/ag.econ.151373,Control Power and Variable Renewables A Glimpse at German Data,2013,"Control power (regulating power, balancing power) is used to quickly restore the supply-demand balance in systems. Variable renewable energy sources (VRE) such as wind and solar are often thought increase reserve requirement significantly. This paper provides a comprehensive overview of systems Europe, discusses role VRE, presents empirical market data from Germany. Despite German VRE capacity doubled during last five years has surpassed 70% peak load, contracted control decreased by 20%, procurement cost fell 50%. Today, adds only 0.4% household electricity prices. Nevertheless, we identify several inefficiency markets imbalance settlement propose number policy changes stimulate participation provision improve incentives forecast accurately.","Lion Hirth, Inka Ziegenhagen"
https://openalex.org/W1527266483,https://doi.org/10.1057/9780230113565_3,To Control or Not Control: A Coordination Perspective to Scaling,2010,"The question of how social initiatives can effectively scale their impact to reach individuals and communities that benefit from innovations has received increasing attention over the past few years. A number scholars adopt a strategic perspective investigate mechanisms organizations (Bradach, 2003; Oster, 1996), while others argue scaling is not necessarily sufficient (Uvin, 1995; Wei-Skillern Anderson, 2003). latter group authors argues particularly good proxy for effectiveness programs (Frumkin, 2007), becoming large only one many other possible ways expanding in terms beneficiaries served (Edwards Hulme, 1992; Uvin et al., 2000). These emphasize instead focusing on growing organizations, we need turn more effective inclusive address problems.","Funda Sezgi, Johanna Mair"
https://openalex.org/W1547841520,https://doi.org/10.1111/eulj.12089,How Does the European Court of Justice Reason? A Review Essay on the Legal Reasoning of the European Court of Justice,2014,"This review essay analyses two significant recent contributions to the debate over reasoning of Court Justice (CJ). These highlight impossibility a wholly scientific and deductive approach attributing ‘correct’ outcomes Court's case-law. At same time, their analysis adds findings for possible ‘activist’ or political role. Following from these contributions, this makes arguments: firstly, that inability anchor its solely in form legal should encourage CJ engage more advanced ‘constitutional dialogue’ with EU's institutions; secondly, truly understanding involves closer institutional personal dynamics influencing decisions. Understanding European judicial may require look at social political—as well as doctrinal—context within which judges act.",Mark Dawson
https://openalex.org/W1550139046,https://doi.org/10.1080/13501763.2015.1075577,Clientelistic budget cycles: evidence from health policy in the Italian regions,2016,"ABSTRACTPolitical budget cycles (PBCs), namely the manipulation of taxation or government spending close to elections, are an enduring topic in study economic policy-making. While literature explains their occurrence based on information asymmetries between incumbents and voters, we argue that a source variation extent PBCs is, via effect clientelism, level development. In jurisdictions where voters have few opportunities outside those provided by government, they will be highly dependent for income. The latter can thus use clientelistic tools, such as control over employment public sector, electoral purposes. This argument is assessed with health personnel Italian regions.","Francesco Stolfi, Mark Hallerberg"
https://openalex.org/W1763886872,https://doi.org/10.2139/ssrn.635387,The Challenges of Europeanization in the Realm of Private Law: A Plea for a New Legal Discipline,2004,"The present efforts in Europe to achieve more uniformity private law and the debates on a European civil code need be understood wider context. is plagued by concerns over its problem-solving potential acceptance amongst citizens. response ambitious projects. Eastern Enlargement, Constitution, Code. project of least visible among three - yet specifically instructive. Europeanization large degree about restructuring linkages with comprehensively, albeit selectively Europeanized regulatory environment manner which it embedded welfare state institutions. has learn how openness national markets can coexist differences legal cultures, differently shaped relations between 'society'. In multi-level system governance none established disciplines provide guidance for denationalization law. process needs organized as discovery learning. Only then make productive use diversity.",Christian Joerges
https://openalex.org/W2120182256,https://doi.org/10.2139/ssrn.2287111,Who is the Guardian for Constitutionalism in Europe after the Financial Crisis?,2013,"This discussion of the ECJ in context a project on political representation EU
responds to Court’s changing functions integration process and also critique
which exercise this function has provoked recent years after Court objected to
constitutional provisions legislation constitutional status particular sphere of
labour law social protection. The been accused partisanship with neoliberalmonetarist
agenda. These debates are bound extend new which were
assigned CJEU supervision budgetary discipline Member States the
Euro zone. problems that might arise such case have foreshadowed by the
recent jurisprudence legality European practices crisis management. The
judgments German Bundesverfassungsgericht 12 September 1212 ESM Treaty
and Fiscal Compact Judgment 27 November 2012 Pringle are
of exemplary importance. They document difficulties both courts defense of
the autonomy against apparent functional necessities concurring attitudes the
readiness accept primacy political.","Michelle Everson, Christian Joerges"
https://openalex.org/W2134648806,https://doi.org/10.1007/978-3-319-06701-8_4,Design Principles for a Social Question and Answers Site: Enabling User-to-User Support in Organizations,2014,"The adoption of consumer technology in organizations, termed as IT consumerization, alters the infrastructure many organizations. Letting employees decide which tools to use for their work increases complexity organizational landscape and immediately raises question how provide adequate support given multitude technologies. Bring-Your-Own-Device advocates argue that can on own. An established concept user-to-user are social questions & answers sites (SQA). While such community perfectly suited exploratory problem solving, they lack however suitability help solving specific problems subject a organization. Moreover, receiving fast ad-hoc SQA is rather unlikely, communication always indirect experts solve unknown beforehand. presented this paper explores key design characteristics organizations overcome shortcoming public sites. Based existing IS literature, we identify four kernel theories relevant derive meta-requirements from them. In next step, analyze five common principles already applied. main part our analysis matches identified with formulated address potential gaps respect an enterprise environment. We conclude research suggestion additional account application context.","Kevin Ortbach, Oliver Gaß, Sebastian Köffer, Silvia Schacht, Nicolai Walter, Alexander Maedche, Björn Niehaves"
https://openalex.org/W2139085708,https://doi.org/10.1007/s11192-011-0603-7,"ASEAN benchmarking in terms of science, technology, and innovation from 1999 to 2009",2012,"This article provides an empirical assessment of the performance member states Association Southeast Asian Nations in terms science, technology, and innovation. study is relevant because it employs a larger data set, examines more countries, covers years than previous studies. The results indicate that these countries had differing patterns performance, pattern growth among them was asymmetrical. Additional findings suggest performed idiosyncratically with respect to six quantitative dimensions we examined. Our research includes form comparative policy evaluation might assist monitoring implementation ""Vision 2020"". simplify how determine relative strengths weaknesses national innovation systems are discussions. In relation transferability, demonstrate similarities European Union regard governance.","Victor Rodriguez, A. Soeparwata"
https://openalex.org/W2266685380,,EU Accession Is No 'End of History',2007,"Fewer than twenty years ago, the Central and East European countries that have now joined Union were “other Europe.” They bankrupt famished. Their citizens had to deal with empty store shelves, lack of any right a passport, formidable communist secret service spying on their private lives. Since Soviet collapse, however, these nations reshaped economies societies gained membership in EU NATO. Foreign investment is pouring in, what left secret-service files has been opened public. In textbooks democratic transition, Eastern Europe provides model success. Yet Brussels — new benevolent metropolis periphery concern over politics members mounting. Thus we need seek an explanation as why there growing for when many ways they seem be performing so well.",Alina Mungiu-Pippidi
https://openalex.org/W2560001578,https://doi.org/10.1007/978-3-658-22265-9_11,Participatory Inequality in the Austerity State: A Supply-Side Approach (2013),2019,"In this chapter, I explore some of the links that exist between three bundles variables. Two these are macrovariables tied together in concept (contemporary) democratic capitalism (Streeck 2010, 2011a): declining and unequal voter turnout. The third is microvariable individual citizens’ political participation. Participation a multifaceted phenomenon (voting, joining, discussing politics, etc.) requires references to various mesophenomena (political parties, associations) order be understood.",Claus Offe
https://openalex.org/W2616701654,https://doi.org/10.1007/978-3-658-21938-3_13,Das Wachstum der Dienstleistungsarbeit: Vier soziologische Erklärungsansätze (1984),2018,"Eine seit den dreisiger Jahren immer wieder vorgetragene Entwicklungshypothese uber sozialokonomischen Strukturwandel industrieller Gesellschaften besagt, dass der Anteil „Dienstleistungsarbeit“ an Gesamtheit gesellschaftlicher Arbeit in kontinuierlichem Wachstum begriffen sei und dieses von entscheidender Bedeutung fur Arbeitsbedingungen Arbeitsverhaltnisse, Konsum Wohlfahrt, die Verteilung Macht Strukturen politischer Herrschaft sein werde. In Geschichte Soziologie liesen sich Wurzeln dieser globalen Entwicklungsannahme sogar noch weiter zuruckverfolgen als bis zur Zwischenkriegszeit, namlich etwa zu Untersuchungen Lederers (1912) Zunahme gesellschaftliche Angestelltenschaft, Karl Renners Begriff „Dienstklasse“ oder gar Marx’ beruhmten Spekulationen Heraufkunft einer „Automationsgesellschaft“ „Grundrissen Kritik politischen Okonomie“ (1953, S. 592 ff.), wo er davon spricht, menschliche Arbeitskraft zunehmend aus materiellen Produktion heraustreten Charakter eines „Wachters Regulators“ ubernehmen",Claus Offe
https://openalex.org/W2616882375,https://doi.org/10.1080/07352166.2017.1310561,Urban governance innovations in Rio de Janeiro: The political management of digital innovations,2019,"ABSTRACTThis article analyzes urban governance innovations in the city of Rio de Janeiro, Brazil, focusing on role these within wider political management strategy executive leader. These innovations, all which utilize digital information and communication technologies, are important elements a leadership strategy. The explores broader mayor’s use managerial tools as means to strengthen control city’s governance. Though presented an apolitical style “what works,” this form is also deployed enforce contentious decisions with substantial implications for social fabric city. This offers analysis public service that often analyzed purely instrumental ways.","Bruno Paschoal, Kai Wegrich"
https://openalex.org/W2759563791,https://doi.org/10.1177/0010414017740602,The Diffusion of Inclusion: An Open-Polity Model of Ethnic Power Sharing,2018,"While there is a growing consensus that ethnic inclusion produces peace, less known about what causes transitions to power sharing between groups in central governments multiethnic states. The few studies have addressed this question proposed explanations stressing exclusively domestic factors. Yet, spatially clustered, which suggests diffusion may be at play. Inspired by of democratic diffusion, we study the spread inclusive policies with an “open-polity model” explicitly traces from other Our findings indicate relevant processes operate primarily level world regions rather than globally or territorial neighbors. Thus, more region, likely shift becomes. Shifts away dominance are common since World War II, but they regional settings characterized exclusion.","Lars-Erik Cederman, Kristian Skrede Gleditsch, Julian Wucherpfennig"
https://openalex.org/W2769351380,https://doi.org/10.1080/13639080.2017.1408954,Transnational skills development in post-industrial knowledge economies: the case of Luxembourg and the Greater Region,2018,"Luxembourg exhibits strong transnational traits within its skills regime, defying any neat fit with existing educational typologies. It is characterised by high-skill economy, cross-cultural characteristics, and central location the European Union. As such, has developed a hybrid strategy of responding to labour market challenges, that, development. Our institutionalist analysis finds that involved in development three complementary ways: (a) employers extensively recruit skilled workers at global levels, but also (b) heavily rely on distinct sets cross-border commuters from neighbouring regions Belgium, France, Germany (the Greater Region). Furthermore, (c) combines institutional elements these countries – representing models capitalism welfare own education system. In combining specific strengths different national regimes, bricolage represents core feature Luxembourg’s highly stratified system skill formation. analytical framework refers two major comparative political economy perspectives, namely state varieties approaches, analyse how responded deindustrialisation creating domestic market.","Lukas Graf, Matias Gardin"
https://openalex.org/W2784580536,,"Displacement, Development, and Climate Change: International organizations moving beyond their mandates",2016,"This book focuses on one critical challenge: climate change. Climate change is predicted to lead an increased intensity and frequency of natural disasters. An increase in extreme weather events, global temperatures higher sea levels may displacement migration, will affect many dimensions the economy society. Although scholars are examining complexity fragmentation regime, they have not examined how our existing international development, migration humanitarian organizations dealing with 
Focusing three institutions: United Nations High Commissioner for Refugees, International Organization Migration Development Programme, asks: these inter-governmental responded change? And moving beyond their original mandates, given none were established a mandate It traces responses rhetoric, policy, structure, operations overall Hall argues that bureaucrats can play important role expansion, often deciding whether expand into new issue-area then lobbying states endorse this expansion. They make changes structure ground, therefore forge, frame internalize issue-linkages. 
This helps us understand institutions 20th century adapting 21st world. be great interest students Relations, Studies, Environmental Politics, Organizations Global Governance, as well officials.",Nina Hall
https://openalex.org/W2794795406,https://doi.org/10.1057/s41295-018-0122-5,Are social democratic parties insider parties? Electoral strategies of social democratic parties in Western Europe in the age of dualization,2019,"The article analyses the electoral strategies of social democratic parties in context increased and new inequalities among its electorate. literature on politics dualization argues that are essentially insider parties. By contrast, I argue they also target outsiders by promoting policies facilitate integration into labour market enhance their protection. There two reasons make electorally attractive for parties: first, share has been growing strongly, while insiders decreasing. As a consequence, cannot hope to win elections solely basis constituency. Second, not as politically inactive original insider–outsider suggests which makes them more To analyse parties, rely data party statements reported newspapers during election campaigns between 2007 2010 four continental European countries (Spain, France, Germany Netherlands). evidence clearly no but propose interests outsiders.",Hanna Schwander
https://openalex.org/W2805966765,https://doi.org/10.1080/07036337.2018.1450402,Scrutinising the European Semester in national parliaments: what are the drivers of parliamentary involvement?,2018,"How exactly are national parliaments involved in the European Semester? The stronger coordination of fiscal and economic policies Union (EU) reaction to sovereign debt crisis has forced adapt their procedures. This article examines how Semester is scrutinised what factors have driven parliamentary activities French National Assembly, German Bundestag, Irish Dail Portuguese Assembleia between 2012 2017. Particularly noteworthy that legal provisions for a debate on Stability Programme can be ignored France, Bundestag much less active than EU affairs or budget process weakness Ireland’s parliament annual procedure affects its role Semester. therefore suggests defining minimum standards involvement strengthening interparliamentary cooperation",Valentin Kreilinger
https://openalex.org/W2897626254,https://doi.org/10.1111/1758-5899.12599,On the Future of the Public Policy School,2019,"Initially created as schools of public administration to help consolidate and advance the functioning expanding nation state, these institutions evolved into policy or governance over time. As they evolved, encountered many tensions inherent in a triad “management – analysis academia making politics”. Each corners represents distinct relatively powerful constituency: mostly interested analytics; administrators eager optimise processes; makers looking for actionable answers. For most part, managed negotiate triad, but now face series new challenges that will require them change substantially maintain their relevance. The article discusses evolution schools, presents reasons behind current offers several recommendations.",Helmut K. Anheier
