text,cmp_code,eu_code,party
"We are committed to procurement that supports UK defence manufacturing including our aerospace and shipbuilding,",406,,Labour
alongside a vibrant supply chain that includes the British steel industry and other component manufacturing companies,406,,Labour
providing good jobs throughout supply chains.,701,,Labour
"Labour will publish a Defence Industrial Strategy White Paper, including a National Shipbuilding Strategy, that keeps all Royal Navy and Royal Fleet Auxiliary shipbuilding contracts in the UK,",406,,Labour
to secure a long-term future for the industry and its workers.,701,,Labour
"Reducing our carbon footprint can only happen with ambitious emissions reduction targets at the Ministry of Defence, one of government’s biggest energy users.",501,,Labour
"So as part of our Green Industrial Revolution, we will create a Climate Change Sustainability Committee within the department to review the feasibility of increasing the use of sustainable energy in defence,",501,,Labour
and publish a strategy to accelerate the safe and sustainable recycling of our old nuclear submarines.,501,,Labour
The scale of the challenges facing our world are enormous.,107,,Labour
"Conflict, climate change and a global economy rigged in favour of a tiny elite are driving instability and inequality across the world.",107,,Labour
A bold international development policy driven by social justice has never been more needed.,107,,Labour
"Labour will use Britain’s influence within the World Bank, IMF and WTO to transform the rules of the global economy so they work for the many.",107,,Labour
"We recognise the need to address historic injustices and will reset our relationships with countries in the Global South based on principles of redistribution and equality, not outdated notions of charity or imperialist rule.",602.1,,Labour
"Unlike the Conservatives, Labour is fully committed to a standalone Department for International Development (DfID), with an aid budget of at least 0.7% of gross national income.",107,,Labour
We will introduce the reduction of inequality as a goal for all aid spending alongside existing poverty reduction and gender equality goals.,107,,Labour
"For the Conservatives, too often humanitarian aid is undermined by their disastrous foreign policy, as in Yemen.",107,,Labour
"Under Labour, we will ensure policy coherence across our international-facing departments.",303,,Labour
"Under Labour, DfID will continue to respond to the world’s biggest crises",107,,Labour
"and will ensure humanitarian aid is provided according to need, not whether the UK has commerical or other interests in the country.",107,,Labour
"DfID will assume a strong position in cross-government decision making, including a permanent seat on the Export Control Joint Unit responsible for licensing arms exports.",701,,Labour
Our international programme will be based on human rights,201.2,,Labour
"We will: Uphold basic rights to education, health and clean water by establishing a new Unit for Public Services within DfID, which will include increasing direct budgetary support to governments so they can build sustainable services for their citizens.",107,,Labour
Promote fairer international tax rules,107,,Labour
and help countries in the Global South build progressive tax systems to finance essential public services.,107,,Labour
"Support trade unions internationally in their efforts to promote collective bargaining for better pay and conditions,",701,,Labour
and include binding social chapters in trade agreements to safeguard workers’ rights.,701,,Labour
"Support ongoing UN efforts to introduce a binding international treaty on business and human rights,",201.2,,Labour
and make companies legally accountable for failing to prevent human rights abuses,201.2,,Labour
"or environmental damage in their operations and supply chains,",501,,Labour
including criminal liability in the most serious cases.,501,,Labour
"Implement a gender transformative approach across all our international work,",503,,Labour
including tripling funding for grassroots women’s organisations,503,,Labour
and establishing an independent ombudsman to tackle abuse in the development sector.,304,,Labour
Labour believes in climate justice.,501,,Labour
Wealthy countries like the UK bear the greatest responsibility for the climate emergency.,501,,Labour
"Countries in the Global South that have done the least to cause climate change are already facing the worst impacts, such as rising sea levels, more frequent hurricanes and greater food insecurity.",501,,Labour
We have a duty to right this wrong.,501,,Labour
"We will: Provide a top-up of new and additional spending on international climate finance to bring the total to £4 billion a year,",501,,Labour
and also support international calls for compensation to those nations already suffering loss and damage.,107,,Labour
"Stop all aid spending on fossil fuel production overseas, redirecting it towards clean, renewable energy for all.",501,,Labour
"End all UK Export Finance support to fossil fuel projects,",501,,Labour
and reject any trade deals that conflict with our climate principles.,501,,Labour
"Undertake a root-and-branch reform of CDC Group plc (DfID’s principal vehicle for encouraging private sector investment in developing countries), transforming it into a green development bank mandated to fight poverty,",107,,Labour
Labour respects the crucial role played by small-scale farmers the world over in guaranteeing people the right to food.,201.2,,Labour
"We will: Establish an aid-funded Food Sovereignty Fund to enable small- scale farmers in the Global South to gain access to land, seeds and finance,",107,,Labour
and uphold indigenous peoples’ right to land.,201.2,,Labour
Support sustainable local food and agriculture markets in the fight against climate change.,501,,Labour
Labour believes human rights should drive our trade policy.,201.2,,Labour
"We will:  Implement UK arms export controls to the highest standard, putting an end to exports where they might be used in violation of human rights",201.2,,Labour
or international humanitarian law.,107,,Labour
"Ensure government procurement contracts are not granted to companies that are complicit in serious human rights abuses,",201.2,,Labour
and require all UK trade agreements to be consistent with international humanitarian law.,107,,Labour
Introduce legislation to ensure transparency and parliamentary scrutiny of trade and investment agreements.,202.1,,Labour
Reject any trade agreements that undermine labour standards,701,,Labour
and rule out UK Export Finance support to companies engaged in bribery or corruption.,304,,Labour
Labour recognises the right to essential medicines as an integral part of the right to health.,201.2,,Labour
We will: Promote fairer international patent regimes that do not prevent countries from accessing essential medicines,107,,Labour
and support efforts to increase the transparency of medicines pricing so governments can negotiate fair prices.,107,,Labour
"In the long term, ensure that all medicines developed with the support of UK taxpayer money are accessible to people in the Global South.",107,,Labour
The Liberal Democrats are the only party contesting this election with a clear plan for how we will build a brighter future.,305.1,,LibDems
The first step of our plan for a brighter future is simple: stop Brexit,108,,LibDems
and use the Remain Bonus to invest in public services.,504,,LibDems
"We are unashamedly fighting to stay in the European Union,",108,,LibDems
and we are the strongest party of Remain.,108,,LibDems
We believe that our best future as a country is as a member of the European Union.,108,,LibDems
"Any form of Brexit will damage our economy, put jobs at risk, hurt our NHS and put our family of nations under enormous strain.",108,,LibDems
There is no Brexit deal that will ever be as good as the deal we currently have as a member of the European Union.,108,,LibDems
Our determination to stop Brexit isn’t just about retaining membership of this or that EU institution.,108,,LibDems
It’s about who we are as a country and the values that drive our choices.,601.1,,LibDems
"It’s about choosing to work with others in taking on the big challenges that we face, whether it’s the climate crisis or cybercrime.",107,,LibDems
It’s about recognising that the zero-sum games of the past no longer apply to a world where our future prosperity is so interlinked with that of our closest allies.,107,,LibDems
"Staying in the European Union will secure a £50 billion Remain Bonus, with the economy two per cent larger by 2024-25.",108,,LibDems
"We can invest that bonus in our schools,",506,,LibDems
and on tackling in-work poverty and inequality.,503,,LibDems
A Liberal Democrat government will take urgent action to save our planet.,501,,LibDems
We are the last generation that can stop irreversible climate change.,501,,LibDems
We’ve already seen how floods and wildfires are becoming an ever more regular occurrence in our country.,501,,LibDems
"And, though we should be proud to be the first country to declare a climate emergency,",501,,LibDems
we cannot ignore the fact that the government has done little else since then.,501,,LibDems
"In the meantime, it’s been young people who have consistently put the climate crisis back on the agenda with their inspirational climate strikes.",501,,LibDems
"The Liberal Democrats are the only party with a radical, credible and detailed plan to tackle the climate emergency as soon as possible.",501,,LibDems
We will deliver a ten-year emergency programme to cut greenhouse gas emissions substantially straightaway,501,,LibDems
and phase out emissions from the remaining hard-to-treat sectors by 2045 at the latest.,501,,LibDems
By 2030 we will generate 80 per cent of our electricity from renewables,501,,LibDems
"and cut energy bills and emissions by insulating homes,",501,,LibDems
prioritising bringing 3.5 million households out of fuel poverty by 2025.,503,,LibDems
"In government, we will give every child the best start in life, no matter their ability or background, and we will empower them to make the most of the challenges ahead.",503,,LibDems
"But currently too many of our schools are falling behind, teaching assistants are being laid off",506,,LibDems
and cash-strapped councils are struggling to support children with complex needs.,506,,LibDems
Liberal Democrats will invest in schools to build a brighter future for our children.,506,,LibDems
We will reverse school cuts with an emergency cash injection so that pupils have the resources they need to learn.,506,,LibDems
"We will increase teacher numbers by 20,000 and let them get on with their jobs, instead of worrying about budgeting for the basics.",506,,LibDems
"We will create a fairer economy, where every person can live a secure, happy and fulfilling life.",503,,LibDems
"To do that, we will provide free childcare for all children with parents in work from nine months",504,,LibDems
"and for all children from two years, up to the time they start school.",504,,LibDems
"This will plug the gap in provision, ensuring that parents have an easier choice when it comes to returning to work after parental leave.",504,,LibDems
The great advancements in technology and the ever-changing nature of the world of work mean that more of us will change careers throughout our lives.,506,,LibDems
And it simply isn’t good enough to say that education stops after school or university.,506,,LibDems
"A Liberal Democrat government will set up a new Skills Wallet for every adult, giving people £10,000 to spend on approved education and training courses to gain the right skills for the jobs of the future.",506,,LibDems
"Creating a fairer economy is about reinventing the relationship between business and the communities in which they operate, so that they are part of the solution to our biggest challenges, not the problem.",503,,LibDems
"Finally, we will transform our mental health service by treating it with the same urgency as physical health.",504,,LibDems
"About one in four people in the UK experience a mental health problem each year, and while the NHS may be the envy of the world, our mental health service falls far short of what patients deserve.",504,,LibDems
"Nearly two-thirds of children and young people with diagnosable mental health conditions are not receiving treatment,",504,,LibDems
"and waiting times for psychological therapy can range from just over two weeks to six months, depending on where you are in the country.",504,,LibDems
"Over the next Parliament, a Liberal Democrat government will invest £11 billion in mental health to expand access to therapies",504,,LibDems
and increase the number of psychiatrists and specialist mental health practitioners.,504,,LibDems
"We will make mental health services 24- hour, including placing mental health liaison teams in all hospitals so that those facing a mental health crisis are not put in police cells.",504,,LibDems
This is the Liberal Democrat plan for a brighter future.,305.1,,LibDems
Every vote for the Liberal Democrats is a vote to stop Brexit and stay in the European Union.,108,,LibDems
For over three years Liberal Democrats have led the fight to stop Brexit.,108,,LibDems
We campaigned to stay in the EU in 2016 and we unequivocally believe that the UK is stronger as part of the EU.,108,,LibDems
"The election of a Liberal Democrat majority government on a clear stop Brexit platform will provide a democratic mandate to stop this mess, revoke Article 50 and stay in the EU.",108,,LibDems
"In other circumstances, we will continue to fight for a people’s vote with the option to stay in the EU,",108,,LibDems
and in that vote we would passionately campaign to keep the UK in the EU.,108,,LibDems
Electing a Liberal Democrat government is the only way to get the Brexit process over.,108,,LibDems
"Although the Conservatives claim that a vote for them will ‘get Brexit done’, it won’t:",305.1,,LibDems
"it will simply usher in more years of difficult negotiations over the UK’s trade deal with the EU, with a very high chance of Britain crashing out and trying to survive on so-called ‘WTO terms’ – a deal so bad that almost no other country anywhere in the world trades on that basis.",108,,LibDems
Labour want to reopen the Withdrawal Agreement all over again and negotiate a new deal – but they will not say whether they want Britain to remain in the EU or leave.,305.1,,LibDems
"The fact is that whether Labour Red or Tory Blue, Brexit is bad for the UK.",108,,LibDems
The importance of the UK’s membership of the EU has never been clearer.,108,,LibDems
"Working together through the EU, the countries of Europe have achieved peace and prosperity on a continent historically wracked by war and division.",108,,LibDems
"That is a tremendous achievement; it should not be taken for granted, particularly as Europe faces new dangers from an increasingly aggressive Russia and as the US turns away from its old alliances.",108,,LibDems
"Many of the great challenges of the 21st century are global: climate change, human trafficking, the arms trade, the power of multinationals, global poverty and inequality.",108,,LibDems
"By separating itself from the EU, Britain diminishes its capacity to respond to these threats.",108,,LibDems
"By working together with our European neighbours, we increase the UK’s ability to meet those challenges: for example, in international negotiations, in regulating the tech giants or in creating markets for climate-friendly products.",108,,LibDems
There is no doubt that full membership of the EU is good for the British economy.,108,,LibDems
Brexit would bring to an end businesses’ unfettered access to the European single market – the destination of almost half of Britain’s exports – and to the smooth flow of goods that complex industrial supply chains require.,108,,LibDems
The prospect of tariffs and border checks is already causing manufacturers to shift their operations to other EU states and UK manufacturers are already reporting that export orders have dried up.,108,,LibDems
There is no prospect of replacing lost EU markets with free trade agreements with other countries thousands of miles away.,108,,LibDems
"If the UK gives in to President Trump’s demands to lower environmental and health standards for a trade deal with the US, we would lose the ability to export to the EU,",108,,LibDems
"which would drive many British businesses, including most farmers, out of business.",108,,LibDems
"Brexit will also mean an end to freedom of movement, which has brought the UK tremendous social, economic and cultural benefits.",108,,LibDems
"It gives British people the opportunity to work, be together with their loved ones, study and retire anywhere in the EU.",108,,LibDems
"There is no contradiction between our European and our British, national and regional identities: they enrich one another.",108,,LibDems
"By stopping Brexit, Liberal Democrats will protect and maintain freedom of movement, safeguarding the rights of UK citizens living elsewhere in the EU and EU citizens in the UK.",108,,LibDems
Liberal Democrats will also support the right of the people of Gibraltar to remain in the European Union.,108,,LibDems
"EU citizens are valued members of our communities and we believe that they should be afforded the right to full participation in civic life, including the ability to stand for office and vote in UK referendums, European elections and general elections as well as local elections.",108,,LibDems
Liberal Democrats will extend these rights to all EU citizens who have lived in the UK for five years or longer.,108,,LibDems
"To ensure that EU citizens are not denied their vote in any election or referendum, we will also implement urgent electoral law reform, in line with the Electoral Commission’s 2014 recommendations,",108,,LibDems
including introducing a legal requirement for councils to inform citizens of the steps they must take to be successfully registered,202.1,,LibDems
and making the necessary changes to ensure that the UK has an automatic system of inclusion in elections.,202.1,,LibDems
"The national humiliation of Brexit puts so much at risk – the NHS, public services, jobs across the country, scientific collaboration, peace in Northern Ireland, the unity of the UK, our ability to tackle global crises such as climate change and our global reputation as a country that is confident and outward-facing.",108,,LibDems
"By keeping the UK in the EU, we can get on with tackling the real issues facing our country,",108,,LibDems
using the Remain Bonus of £50 billion to invest in public services,504,,LibDems
A Liberal Democrat government will stop Brexit – and build a brighter future for the UK by keeping us at the heart of the European Union.,108,,LibDems
"People who work hard and contribute to society should have good, fulfilling and well- paid jobs.",701,,LibDems
Businesses and entrepreneurs who innovate and invest and behave responsibly to their employees and to the environment should be supported.,416.2,,LibDems
"But this is not how the UK is today: too many people can’t get on, and live secure, happy and fulfilling lives.",503,,LibDems
"The failure of governments to invest in infrastructure and skills has undermined productivity,",411,,LibDems
and now the Conservatives threaten to make the vast majority of people poorer,503,,LibDems
and punish business and enterprise through a hard Brexit.,108,,LibDems
"Meanwhile, we are facing profound economic changes that demand new partnerships between government and business:,",402,,LibDems
the emergence of artificial intelligence requires new approaches to work,411,,LibDems
and the challenge of transitioning to a zero-carbon economy must be managed in a way that does not hurt the least well-off,503,,LibDems
and makes the UK more competitive.,402,,LibDems
"The UK’s strengths in science, financial services, the creative industries and high-tech manufacturing mean that we should be well placed to build an economy that treats business as part of the solution",402,,LibDems
and spreads opportunity to everyone.,503,,LibDems
"However, neither Labour nor the Conservatives are capable of guiding the economy through these challenges.",305.1,,LibDems
Both parties are reaching to the past for answers that are no longer relevant.,305.1,,LibDems
"The Conservatives are pursuing a deregulated, low-tax Brexit that will set our economy back for generations;",410,,LibDems
Labour are facilitating Brexit while seeking to renationalise their way back to a form of 1970s socialism.,401,,LibDems
Liberal Democrats are now the natural home of business: we are the only party with a new plan for a brighter economic future.,402,,LibDems
A plan to invest in climate-friendly infrastructure and technology,411,,LibDems
and create new green businesses,416.2,,LibDems
"a plan to build on our scientific, technological and creative strengths;",411,,LibDems
"and build a more prosperous, equal and inclusive economy.",503,,LibDems
"Whichever part of the country people are from and whatever stage of their career they are at, our plan will mean greater opportunities",503,,LibDems
"Our priorities in the next parliament will be: Investing £130 billion in infrastructure – upgrading our transport and energy systems,",411,,LibDems
empowering all regions and nations of the UK,503,,LibDems
and developing the climate-friendly infrastructure of the future.,416.2,,LibDems
"Enabling an adaptable, future-focused workforce// –",701,,LibDems
"empowering individuals through new Skills Wallets worth £10,000 for every individual.",411,,LibDems
Introducing a wellbeing budget and basing decisions for government spending on what will improve wellbeing as well as on economic and fiscal indicators.,504,,LibDems
"Opportunity and access to education, employment and services are not fairly spread around the country.",503,,LibDems
This means that many people become stuck in insecure work in which they have no prospect of promotion.,701,,LibDems
The Conservatives pay lip service to the idea of regional growth,305.1,,LibDems
while pursuing a reckless Brexit that will deepen inequality,503,,LibDems
and place trade barriers between Northern Ireland and the rest of the UK;,406,,LibDems
Labour’s backwards-looking approach of Whitehall running renationalised industries denies people and communities autonomy and will hit investment and stifle innovation.,401,,LibDems
Liberal Democrats are the only party looking to the future with a plan to kickstart adevolution revolution that will give all parts of the UK a real say backed by meaningful financial muscle.,301,,LibDems
This is the only sustainable answer to the regional divide. We will:Give local authorities and regions the power to make decisions about their areas.,301,,LibDems
"Introduce a capital £50 billion Regional Rebalancing Programme for infrastructure spend across the nations and regions of the UK,",301,,LibDems
"with local and devolved authorities given a say in how it is used,",301,,LibDems
reinforced by a Just Transition Fund to support communities negatively affected by policies to tackle the climate emergency.,301,,LibDems
"Continue to champion investment in the Northern Powerhouse and the Midlands Engine,",301,,LibDems
putting significant capital resources into infrastructure projects across these regions.,411,,LibDems
Set an ambitious National Industrial Strategy to transform the economy,410,,LibDems
and develop Local Industrial Strategies within it that incentivise clustering by businesses and universities with particular specialisations.,402,,LibDems
Work with the major banks to fund the creation of a local banking sector dedicated to meeting the needs of local small and medium-sized businesses.,402,,LibDems
"Expand the British Business Bank to perform a more central role in the economy, to ensure that viable small and medium-sized businesses have access to capital, even when the rest of the commercial banking system can’t provide it.",402,,LibDems
Support the tourist industry which is vital for many local economies by:,410,,LibDems
"Upgrading the status of tourism within government, by creating a Department of Digital, Culture, Media, Sport and Tourism, with a designated Minister of State for Tourism.",410,,LibDems
Enabling local authorities to bring in tourist levies to fund local tourism infrastructure.,402,,LibDems
Liberal Democrats want to take advantage of historically low interest rates to increase borrowing for investment to build the economy of the future.,410,,LibDems
"We are committed to a responsible and realistic £130 billion package of additional infrastructure investment, which will prioritise:",411,,LibDems
"Significant investment in public transport, including converting the rail network to ultra-low-emission technology (electric or hydrogen) by 2035,",411,,LibDems
"and a continued commitment to HS2, Crossrail 2 and other major new strategic rail routes.",411,,LibDems
"A programme of installing hyper-fast, fibre-optic broadband across the UK",411,,LibDems
– with a particular focus on connecting rural areas.,411,,LibDems
"New direct spending on housebuilding to help build 300,000 homes a year by 2024,",411,,LibDems
"including 100,000 social homes.",504,,LibDems
"An emergency ten-year programme to reduce energy consumption from all the UK’s buildings, cutting emissions and fuel bills",416.2,,LibDems
and hospitals to support capacity increases and modernisation.,504,,LibDems
"£5 billion of initial capital for a new Green Investment Bank,",416.2,,LibDems
using public money to attract private investment for zero-carbon priorities.,416.2,,LibDems
We will ensure that the National Infrastructure Commission takes fully into account the climate and environmental implications of all national infrastructure decisions.,416.2,,LibDems
We want to lay the foundations for the UK to be the best place in the world for innovation-led businesses in the long-term – to be a place where people come from across the EU and the world to turn their ideas into reality.,402,,LibDems
"But with R&D and innovation investment lagging behind other countries and being overly concentrated in South East England, it needs major change to make this vision a reality.",402,,LibDems
"Only the Liberal Democrats can deliver this; the Conservatives are harking back to a romanticised imperial past,",305.1,,LibDems
"while pursuing a Brexit that will hit research and innovation, which is so dependent on European and other international collaboration,",108,,LibDems
while Labour has no plan for the economy of the future.,305.1,,LibDems
Liberal Democrats have a transformative plan to make the UK a world leader in responsible innovation by taking advantage of the UK’s strengths and what we are good at as a nation:,601.1,,LibDems
"our natural advantages in renewable energy;  our strong university sector  and our regional strengths such as bioscience in the Midlands, advanced materials in Yorkshire, zero-carbon technology in the North West and photonics in Scotland.",416.2,,LibDems
We will build a growing economy in which people will have well-paid and fulfilling jobs.,701,,LibDems
We will: Increase national spending on research and development to three per cent of GDP.,411,,LibDems
"We will publish a roadmap to achieve this ambition by the earliest date possible, via an interim target of 2.4 per cent of GDP by no later than 2027.",411,,LibDems
"Support innovation, with a goal of doubling innovation spending across the economy.",411,,LibDems
"Increase the Strength in Places Fund, to boost research and development outside the ‘golden triangle’ of Oxford-Cambridge-London.",411,,LibDems
"Build on the industrial strategy developed by Liberal Democrat ministers in government, working with sectors which are critical to the UK’s ability to trade internationally,",411,,LibDems
creating more ‘Catapult’ innovation and technology centres,411,,LibDems
and backing private investment in particular in zero-carbon and environmental innovation.,416.2,,LibDems
Develop the skilled workforce needed to support this growth by introducing a new two-year visa for students to work after graduation,411,,LibDems
"and a major expansion of high-quality apprenticeships including Higher Apprenticeships, backed up by new sector-led National Colleges.",411,,LibDems
"Develop a national skills strategy for key sectors, including zero-carbon technologies, to help match skills and people;",411,,LibDems
"our new Skills Wallets will allow people to retrain and upskill when they need to. (also see Opportunities Throughout Life section, p.25)",411,,LibDems
Reform building standards to ensure that all new homes built from 2022 have full connectivity to ultra-fast broadband,411,,LibDems
and are designed to enable the use of smart technologies.,411,,LibDems
Continue to support investment in new UK digital start-ups by reforming the British Business Bank’s support for venture capital funds to enable it to help funds ‘crowd in’ new backers rather than acting as a funder of last resort.,402,,LibDems
"Support growth in the creative industries, including video gaming, by continuing to support the Creative Industries Council",402,,LibDems
"and tailored industry-specific tax support, promoting creative skills,",402,,LibDems
"supporting modern and flexible patent, copyright and licensing rules,",402,,LibDems
and addressing the barriers to finance faced by small creative businesses.,402,,LibDems
Create creative enterprise zones to grow and regenerate the cultural output of areas across the UK.,402,,LibDems
"Our ambition is for the UK to lead the world in ethical, inclusive new technology, including artificial intelligence.",411,,LibDems
We will invest in education to equip people with the skills they need – whether to use new technology or to create it,411,,LibDems
– while also attracting and welcoming the best talent from around the world.,411,,LibDems
"We will enable innovators and entrepreneurs to experiment and take risks,",402,,LibDems
"while taking on concentrations of power that stifle competition, limit choice for consumers and hamper progress.",403,,LibDems
"And we will ensure that new technology is developed and deployed ethically, so that it respects people’s fundamental rights, including the rights to privacy and non-discrimination.",416.2,,LibDems
"We will: Support the UK’s diverse, inclusive tech sector by teaching core skills such as logic, verbal reasoning and creativity in schools,",411,,LibDems
and by reforming immigration rules – including enabling industry bodies to sponsor work visas.,602.2,,LibDems
"Support the growth of new jobs and businesses in the tech sector by allowing companies to claim R&D tax credits against the cost of purchasing datasets and cloud computing,",402,,LibDems
simplifying the regulatory landscape and speeding up regulatory change.,402,,LibDems
"Ensure that new technologies are used in ethical and responsible ways by:Introducing a Lovelace Code of Ethics to ensure the use of personal data and artificial intelligence is unbiased, transparent and accurate, and respects privacy.",403,,LibDems
Giving the Centre for Data Ethics and Innovation the power to ‘call in’ products that appear to breach this Code.,403,,LibDems
Requiring all courses relating to digital technologies to include teaching about ethics and the Code specifically.,403,,LibDems
Introducing a kitemark for companies that meet the highest ethical standards in their development and use of artificial intelligence and other new technologies.,403,,LibDems
Convening a citizens’ assembly to determine when it is appropriate for the government to use algorithms in decision-making.,403,,LibDems
Develop a mechanism to allow the public to share in the profits made by tech companies in the use of their data.,403,,LibDems
"Empower consumers and ensure that everyone can enjoy the benefits of new technology, by setting a UK-wide target for digital literacy",411,,LibDems
"and requiring all products to provide a short, clear version of their terms and conditions, setting out the key facts as they relate to individuals’ data and privacy.",403,,LibDems
"Enable people whose jobs are affected by automation to gain new skills and retrain with our new Skills Wallets,",411,,LibDems
"so that they can work in the good, well- paying jobs of the future.",411,,LibDems
"Dynamic, entrepreneurial businesses are a force for good: entrepreneurs, the self- employed and small businesses form the backbone of local economies and government should support them.",402,,LibDems
"However, the Conservatives are pursuing policies that make it harder to start successful new businesses",402,,LibDems
and Labour do not understand or value start-ups and small businesses.,402,,LibDems
Liberal Democrats are the only party who understand the importance of these businesses and who will ensure that they have the access to funding and long-term capital that they need.,402,,LibDems
We will: Create a new ‘start-up allowance’ to help those starting a new business with their living costs in the crucial first weeks of their business.,402,,LibDems
"Support fast-growing businesses seeking to scale up, through the provision of mentoring support.",402,,LibDems
Prioritise small and medium-sized businesses in the rollout of hyper-fast broadband.,402,,LibDems
"Require all government agencies and contractors and companies with more than 250 employees to sign up to the prompt payment code, making it enforceable.",403,,LibDems
Ensure that the company at the top of a supply chain cannot abuse its position to shore up its own cashflow at the expense of smaller suppliers.,403,,LibDems
"Expand the activities of the British Business Bank, enabling it to perform a more central role in the economy by tackling the shortage of equity capital for growing firms",403,,LibDems
and providing long-term capital for medium-sized businesses.,403,,LibDems
Provide a supportive framework to develop social enterprises – businesses with a social focus rather than a profit motive.,403,,LibDems
"Expand the rights and benefits available to those in insecure forms of employment, such as offering parental leave and pay to the self-employed.",403,,LibDems
Finance the transformation of town centres by expanding the Future High Streets Fund.,403,,LibDems
Help protect our high streets and town centres by scrapping the rule which allows developers to convert offices and shops into residential properties without planning permission.,403,,LibDems
"Business can be a force for good in our economy: we need thriving businesses to create wealth  and a model of responsible capitalism generates good jobs,  shares prosperity and sees businesses promote rights and protect the environment.",416.2,,LibDems
"But the system is not working as it should: unscrupulous employers are still able to exploit their workforce and even when businesses fail, those at the top often receive huge rewards while staff lose their jobs.",503,,LibDems
And we do not yet have a framework that sufficiently rewards businesses for environmentally sustainable behaviour,416.2,,LibDems
– or penalises them for environmentally damaging activities.,416.2,,LibDems
Labour do not recognise the good that business can do;,416.2,,LibDems
the Conservatives don’t care about the consequences of businesses that are run irresponsibly.,416.2,,LibDems
Only the Liberal Democrats will promote responsible capitalism that works for the future.,305.1,,LibDems
"Our plan is for an economy that works for everyone,",503,,LibDems
"fosters a diversity of types of business – mutuals, social enterprises and community interest companies–",403,,LibDems
"We will:Encourage employers to promote employee ownership by giving staff in listed companies with more than 250 employees a right to request shares, to be held in trust for the benefit of employees.",503,,LibDems
"Strengthen worker participation in decision-making, including staff representation on remuneration committees,",701,,LibDems
and require all UK-listed companies and all private companies with more than 250 employees to have at least one employee representative on their boards with the same legal duties and responsibilities as other directors.,503,,LibDems
Introduce a general duty of care for the environment,501,,LibDems
"and human rights – requiring companies, financial institutions and public sector agencies to exercise due diligence in avoiding specified activities such as child labour or modern slavery,",201.2,,LibDems
"or specified products such as commodities produced with deforestation, in their operations and supply chains, and to report on their actions.",416.2,,LibDems
"Reform fiduciary duty and company purpose rules to ensure that all large companies have a formal statement of corporate purpose, including considerations such as employee welfare,",701,,LibDems
"community benefit and ethical practice, alongside benefit to shareholders,",416.2,,LibDems
and that they report formally on the wider impact of the business on society and the environment.,416.2,,LibDems
"Encourage new forms of incorporation and a diversity of business types, such as for large firms contracting with the public sector or providing essential utilities",405,,LibDems
"and for smaller firms wanting a dual purpose to be profit-making and have a positive impact on society, workers, communities and the environment.",416.2,,LibDems
Require binding and public votes of shareholders on executive pay policies.,403,,LibDems
"Extend the scope of the existing ‘public interest’ test when considering approvals for takeovers of large or strategically significant companies by overseas-based owners to recognise the benefits to the UK economy, workers and consumers of protecting UK companies from speculative or short-term interests.",403,,LibDems
Government must ensure the tax system meets the needs of a modern economy and is ready for the transition to a digital and zero-carbon economy.,416.2,,LibDems
Businesses and individuals who benefit from being based in the UK should pay their fair share in tax – and responsible businesses are willing to do this.,403,,LibDems
"They benefit from public goods such as an educated workforce, a stable economy and publicly-funded infrastructure, and it is right that they should contribute towards them.",403,,LibDems
But the taxation system is unbalanced and unfair: it is too easy for tech giants and large monopolies to avoid tax,403,,LibDems
and income from employment is taxed more harshly than income generated by wealth.,403,,LibDems
Labour and the Conservatives are looking to the past for answers that will not work today: Labour want to hike up income tax in a way that will not even ensure that more tax is paid;,305.1,,LibDems
the Conservatives have no interest in making the taxation system fairer.,503,,LibDems
"Our plan for the future will see big businesses paying their fair share,",503,,LibDems
support small- and medium-sized enterprises,402,,LibDems
and ensure that income earned from wealth is not privileged when compared to income from employment – making sure the tax system is fair to all.,503,,LibDems
We will: Restore Corporation Tax to 20 per cent – reversing the Conservatives’ reduction of this tax to 17 per cent – and keep the rate stable with a predictable future path.,503,,LibDems
Taxing income from capital more fairly compared to income from work by abolishing the separate Capital Gains Tax-free allowance and instead taxing capital gains and salaries through a single allowance.,503,,LibDems
Simplify business taxation to lower administration costs  – supporting smaller companies,402,,LibDems
– and reduce opportunities for tax avoidance.,403,,LibDems
"Replace Business Rates in England with a Commercial Landowner Levy based solely on the land value of commercial sites rather than their entire capital value, thereby stimulating investment, and shifting the burden of taxation from tenants to landowners.",402,,LibDems
"Take tough action against corporate tax evasion and avoidance especially by international tech giants and large monopolies, including by: Introducing a General Anti-Avoidance Rule, setting a target for HM Revenue and Customs to reduce the tax gap and investing in more staff to enable them to meet it.",403,,LibDems
Reforming place of establishment rules to stop multinationals unfairly shifting profits out of the UK.,403,,LibDems
Improving the Digital Services Tax to ensure tech giants pay their fair share.,403,,LibDems
Support and build on the OECD’s proposals to require multinationals to pay a level of tax which is more closely related to their sales in every country in which they operate.,403,,LibDems
"End retrospective tax changes like the loan charge brought in by the Conservatives, so that individuals and firms are treated fairly,",403,,LibDems
and review recent proposals to change the IR35 rules.,403,,LibDems
Scrap the Marriage Tax Allowance.,403,,LibDems
"People should have secure jobs, with proper rights and fair pay.",701,,LibDems
"However, changes in technology and the nature of employment have outgrown the existing system of employment rights and protections.",701,,LibDems
"The Conservatives have not done enough to support workers as they are sucked into insecure, poorly paid jobs;",701,,LibDems
"Labour’s dogmatic, backward-looking approach would destroy flexible jobs that people value and harm the economy.",701,,LibDems
